CHROM	Start	End	Length	14	5	15	7	2	3	4	6	8	9	10	11	12	13	16	19	17	20	21	18
Chr04	25673260	25675221	1961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr04|24064188-24066148
Chr04	26617117	26618963	1846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr04|25139245-25141051
Chr04	26791605	26792926	1321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr04|26640931-26642262	NA	Chr04|28945394-28946725	Chr04|26332393-26333722	Chr04|27471712-27473044	Chr04|23562514-23563871	Chr04|23653066-23654413	NA
Chr04	29025990	29063087	37097	NA	NA	NA	NA	Chr04|29581174-29634564	Chr04|29624027-29677435	NA	Chr04|28626825-28680235	Chr04|29979450-30032812	Chr04|30992125-31045536	NA	NA	NA	Chr04|30253660-30307073	Chr04|31178314-31231726	NA	NA	NA	NA	NA
Chr04	29782231	29786125	3894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr04|29248746-29252604	NA	NA	NA	NA
Chr04	29786132	29787556	1424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr04|29252604-29254030	NA	NA	NA	NA
Chr04	31136686	31137762	1076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr04|27437953-27439066	Chr04|27532420-27533535	NA
Chr04	35464349	35482770	18421	NA	NA	NA	NA	Chr04|36116893-36151035	Chr04|36303412-36337605	Chr04|34888749-34922884	Chr04|35223308-35257464	Chr04|36636344-36670378	Chr04|37839751-37873882	NA	Chr04|36884515-36918728	NA	Chr04|36940457-36974699	Chr04|37637733-37671855	NA	NA	NA	NA	NA
Chr04	35464349	35489739	25389	Chr04|34234063-34259226	NA	Chr04|35437755-35462914	Chr04|34291020-34316174	NA	NA	NA	NA	NA	NA	NA	NA	Chr04|35290120-35315281	NA	NA	NA	NA	Chr04|31534495-31559544	NA	NA
Chr04	35464349	35491348	26999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr04|36681682-36723417	NA	Chr04|31610675-31637538	NA
Chr04	35475011	35477382	2371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr04|34309211-34311579
Chr05	817809	819150	1341	NA	NA	NA	Chr05|854069-855405	NA	NA	NA	Chr05|789670-791011	NA	NA	Chr05|732675-734016	NA	NA	NA	Chr05|781647-782985	NA	NA	NA	NA	NA
Chr05	883121	896681	13560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|817332-830861
Chr05	1337188	1359855	22667	NA	NA	NA	Chr05|1401184-1423758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr05	1337188	1369101	31913	NA	NA	Chr05|1351699-1383629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr05	1383951	1391735	7784	Chr05|1449868-1457653	Chr05|1359424-1367225	Chr05|1398476-1406281	Chr05|1438610-1448510	NA	NA	NA	Chr05|1415137-1422921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr05	1385789	1390659	4870	NA	NA	NA	NA	NA	Chr05|1413904-1416270	NA	NA	Chr05|1320962-1323327	Chr05|1394390-1396756	NA	NA	NA	Chr05|1410403-1412769	Chr05|1388109-1390475	NA	NA	NA	NA	NA
Chr05	2224134	2225760	1626	NA	NA	NA	Chr05|2287674-2289296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr05	2819791	2826653	6862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|2430017-2436846	NA
Chr05	3550118	3553058	2940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|3568889-3571842	NA	NA	NA
Chr05	3550118	3556310	6192	NA	NA	NA	NA	NA	NA	NA	Chr05|3476453-3482790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr05	3550118	3560099	9981	NA	NA	NA	NA	Chr05|3549792-3558639	Chr05|3416052-3425033	NA	NA	Chr05|3313343-3322233	Chr05|3408933-3417787	Chr05|3427843-3436709	Chr05|3507967-3516808	NA	Chr05|3405995-3414864	NA	NA	NA	NA	NA	NA
Chr05	3550118	3564149	14031	NA	NA	NA	NA	NA	NA	Chr05|3385955-3398561	NA	NA	NA	NA	NA	Chr05|3537485-3550019	NA	Chr05|3480666-3493204	NA	NA	NA	NA	NA
Chr05	4028657	4093104	64447	NA	NA	Chr05|3874565-4059840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr05	4096751	4147234	50483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|4039035-4092912
Chr05	4394754	4419566	24812	NA	NA	NA	NA	Chr05|4321901-4343409	Chr05|4195217-4216723	NA	Chr05|4354909-4376418	Chr05|4093093-4114176	Chr05|4181312-4202821	Chr05|4200193-4221702	Chr05|4294211-4315703	NA	Chr05|4178295-4199804	Chr05|4252517-4274027	NA	NA	NA	NA	NA
Chr05	4404427	4406329	1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|4332361-4334220
Chr05	4423117	4477146	54029	NA	NA	NA	NA	NA	NA	Chr05|4114280-4241000	NA	NA	NA	NA	NA	Chr05|4265706-4392208	NA	NA	NA	NA	NA	NA	NA
Chr05	4427982	4432428	4446	NA	NA	NA	NA	Chr05|4348208-4352664	Chr05|4221522-4225978	NA	Chr05|4381217-4385673	Chr05|4118974-4123430	Chr05|4207620-4212076	Chr05|4226501-4230957	Chr05|4320503-4324959	NA	Chr05|4204603-4209059	Chr05|4278826-4283284	NA	NA	NA	NA	NA
Chr05	5114283	5115393	1110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|5018789-5019902
Chr05	5524612	5527067	2454	Chr05|5458352-5460819	Chr05|5835199-5837682	Chr05|5559414-5561890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr05	5706530	5708857	2327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|5005522-5007826	NA
Chr05	7076516	7090061	13545	NA	NA	NA	NA	Chr05|7099595-7113166	Chr05|6978850-6992422	Chr05|6933120-6946684	NA	Chr05|6897650-6911219	Chr05|7000717-7014289	Chr05|7094481-7108053	NA	Chr05|7064376-7077941	NA	Chr05|7030561-7044133	Chr05|7280104-7293669	Chr05|7586183-7599722	NA	NA	NA
Chr05	7077805	7090061	12256	Chr05|7047891-7060139	Chr05|7425536-7437784	NA	Chr05|7142119-7154367	NA	NA	NA	Chr05|7353138-7365386	NA	NA	NA	Chr05|7182731-7194981	NA	Chr05|7068916-7081164	NA	NA	NA	NA	NA	NA
Chr05	7079012	7090058	11048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|6255020-6266070	Chr05|6343052-6354089	NA
Chr05	7080418	7088566	8148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|7973402-7981462
Chr05	7847686	7849438	1752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|6945168-6946963	Chr05|7028324-7030099	NA
Chr05	8101439	8103987	2548	NA	NA	Chr05|8085989-8088535	NA	Chr05|8149272-8151820	Chr05|8028888-8031436	NA	Chr05|8369286-8371834	Chr05|7969650-7972198	Chr05|8080016-8082560	Chr05|8144346-8146894	Chr05|8206155-8208703	Chr05|8085030-8087580	Chr05|8085331-8087879	Chr05|8075134-8077682	Chr05|8319889-8322437	Chr05|8753467-8756036	NA	Chr05|7281094-7283624	NA
Chr05	8110322	8118113	7791	NA	NA	NA	NA	Chr05|8158171-8165901	Chr05|8037790-8045520	Chr05|7952144-7959888	Chr05|8378228-8385951	Chr05|7978551-7986281	Chr05|8089478-8097200	Chr05|8153248-8160978	Chr05|8215058-8222788	Chr05|8093927-8101641	Chr05|8094266-8101989	Chr05|8084036-8091766	Chr05|8328792-8336523	Chr05|8762497-8770219	Chr05|7203849-7211811	Chr05|7289979-7297942	NA
Chr05	8147554	8192396	44842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|8811268-8843739	NA	NA	NA
Chr05	8507710	8704192	196482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|7696262-7897551	NA
Chr05	8541150	8552934	11784	NA	NA	NA	NA	NA	NA	Chr05|8482178-8490470	NA	NA	NA	NA	NA	Chr05|8611431-8619725	NA	NA	NA	NA	NA	NA	NA
Chr05	8677927	8679391	1464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|9570040-9571464
Chr05	9649389	9655070	5681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|10386428-10392148
Chr05	9789922	10206301	416379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|10346129-10586073	NA	NA	NA
Chr05	9795310	10206301	410991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|8571018-8744701	NA	NA
Chr05	9818224	10206301	388077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|8668234-8736231	NA
Chr05	10357195	10459642	102447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|8867852-8970685	NA	NA
Chr05	10883318	10949508	66190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|10947589-10980228
Chr05	11710692	11725837	15145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|11728641-11807514
Chr05	11758073	12095448	337375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|9865064-10124732	NA	NA
Chr05	12748642	12754359	5717	NA	NA	NA	NA	NA	Chr05|12590244-12595908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr05	13376220	13627096	250876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|14173736-14653709
Chr05	14033923	14047102	13179	NA	NA	NA	NA	NA	NA	Chr05|14297434-14322563	NA	NA	NA	NA	NA	Chr05|14813675-14838789	NA	NA	NA	NA	NA	NA	NA
Chr05	15126849	15160207	33358	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|15187459-15224140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr05	15129824	15160207	30383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|12943638-12975325	Chr05|12805010-12836702	NA
Chr05	15790362	15824873	34511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|16740288-16749684	NA	NA	NA
Chr05	15800629	15824872	24243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|13417434-13435238	Chr05|13263893-13281697	NA
Chr05	16160368	16423328	262960	NA	NA	NA	Chr05|16735926-16981265	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|16827942-17071952	NA	NA	Chr05|17335890-17579778	Chr05|17043039-17399871	NA	NA	NA
Chr05	16160368	16425321	264953	Chr05|16603218-16898196	Chr05|16989776-17284903	Chr05|16624461-16923477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr05	16160368	16445529	285161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|13678449-13937720	Chr05|13524855-13784208	NA
Chr05	16255692	16376472	120780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|16950601-17195725
Chr05	16477598	16718800	241202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|17499606-17890098
Chr05	17236916	17238099	1183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|18566846-18568000
Chr05	19687536	19691295	3759	NA	Chr05|20652882-20656628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr05	22526508	22536064	9783	Chr05|23033617-23043476	NA	NA	Chr05|23138436-23148293	Chr05|23456464-23470229	NA	NA	Chr05|23755229-23768993	NA	NA	Chr05|23668936-23682672	NA	Chr05|23378308-23387849	NA	NA	Chr05|23728699-23738246	Chr05|24556934-24566785	NA	NA	NA
Chr05	22532019	22536113	4094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|24994491-24998626
Chr05	22843547	22845776	2229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|19774174-19776407	NA
Chr05	25291181	25292922	1741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|27958624-27960357
Chr05	25295545	25361843	66298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|27973859-28052900
Chr05	25565334	25570853	5347	NA	NA	NA	NA	Chr05|26526610-26532229	NA	NA	NA	Chr05|26380166-26385769	Chr05|26499243-26504461	Chr05|26718486-26723754	Chr05|26729199-26734457	NA	NA	Chr05|26492496-26497784	NA	NA	NA	NA	NA
Chr05	25566234	25570853	4619	NA	NA	NA	NA	NA	Chr05|26228447-26233102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr05	27128117	27174269	46152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|27972699-28019230	NA	NA	NA	NA	NA	NA	NA
Chr05	28219805	28227784	7979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr05|30778776-30787069
Chr05	28356686	28392310	35624	Chr05|28821010-28879791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr06	131126	174555	43429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|20646-60935
Chr06	614686	747668	132982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|689671-831147	Chr06|462390-600377	NA
Chr06	623663	747615	123952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|409590-535746
Chr06	1185852	1201598	15746	Chr06|1210589-1226324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr06	2336513	2379349	42836	NA	NA	NA	NA	NA	NA	Chr06|2238996-2286691	NA	Chr06|2326382-2369296	NA	NA	NA	Chr06|2421797-2463783	NA	NA	Chr06|2215771-2258260	Chr06|2337689-2393639	Chr06|2432616-2481150	Chr06|2209255-2255679	NA
Chr06	3104074	3112616	8542	NA	NA	NA	NA	NA	NA	Chr06|2994183-3003516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr06	3104416	3130264	25848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|2554055-2583162
Chr06	3537187	3560310	23123	NA	Chr06|3719591-3746156	NA	NA	NA	Chr06|3408152-3434720	NA	NA	NA	NA	Chr06|3368757-3395326	Chr06|3702411-3728981	NA	NA	NA	NA	NA	NA	NA	NA
Chr06	3547013	3566113	19100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|3413869-3436280	NA	NA	NA	NA
Chr06	3549674	3555679	6005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|3439963-3445968	NA	NA	NA	NA	NA
Chr06	3549674	3556550	6876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|3733921-3740701	NA	NA	NA
Chr06	3549674	3566113	16439	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|3435403-3448120	NA	NA	NA	Chr06|3571870-3584170	NA	NA	NA	NA	NA	NA	NA
Chr06	3549674	3571949	22275	NA	NA	NA	NA	NA	NA	Chr06|3389449-3416659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr06	4795860	4804832	8972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|4207865-4216587
Chr06	5129551	5130838	1287	NA	NA	NA	NA	NA	Chr06|4921707-4922992	NA	Chr06|5620564-5621848	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|5433168-5434451	NA	NA	NA
Chr06	5773509	5788277	14768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|5152052-5172651
Chr06	7067006	7069505	2499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|7003802-7006313
Chr06	7722315	7741950	19635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|7775193-7794884	NA	NA
Chr06	8511286	8512789	1503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|8793619-8795122
Chr06	8598259	8649711	51452	NA	NA	NA	NA	Chr06|8307143-8399243	NA	NA	NA	Chr06|8574363-8666449	NA	Chr06|8279804-8371914	Chr06|8778291-8870400	NA	NA	Chr06|8478400-8570475	Chr06|8612619-8704815	NA	NA	NA	NA
Chr06	9691379	9692751	1372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|9611915-9613303	NA	NA	NA	NA
Chr06	9803594	9806682	3044	NA	Chr06|9765281-9768380	Chr06|9580416-9583516	Chr06|9606672-9609771	NA	NA	Chr06|9654251-9657351	Chr06|9901328-9904428	NA	NA	NA	NA	Chr06|9753809-9756909	NA	NA	NA	Chr06|10095159-10098286	Chr06|9475037-9477702	Chr06|9329975-9332963	NA
Chr06	10271860	10274375	2515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|9670153-9672660	NA
Chr06	10532589	10843502	310913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|10158675-10526060	NA	NA	NA	NA
Chr06	10971449	10977768	6313	Chr06|10481855-10488148	Chr06|10732412-10738716	Chr06|10590740-10597043	Chr06|10644630-10650936	NA	Chr06|10504648-10510966	Chr06|10655927-10662229	NA	Chr06|11294294-11300610	Chr06|10560050-10566362	NA	NA	Chr06|10772105-10778407	NA	Chr06|10920553-10926865	Chr06|10687243-10693552	Chr06|11169570-11175813	Chr06|10354759-10361089	Chr06|10217571-10223881	NA
Chr06	10972082	10977768	5686	NA	NA	NA	NA	Chr06|10500059-10505851	NA	NA	Chr06|10884430-10890206	NA	NA	Chr06|10661102-10666836	Chr06|11062768-11068502	NA	Chr06|10680428-10686204	NA	NA	NA	NA	NA	NA
Chr06	11887810	11934070	46260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|11190878-11206403	Chr06|11066079-11081601	NA
Chr06	12050495	12058815	8320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|12634470-12642976
Chr06	12073726	12079943	6217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|11334435-11344642	Chr06|11209234-11215532	NA
Chr06	12774823	13082396	307573	Chr06|12171900-12457142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr06	13082397	17658324	4575927	NA	NA	Chr06|12746218-17378563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr06	13119682	17632495	4512813	NA	NA	NA	Chr06|12817839-18590947	Chr06|12599394-18279536	Chr06|12700610-18508843	Chr06|12768352-18100813	Chr06|13002028-18819603	Chr06|13508434-19220726	Chr06|12862810-18640731	Chr06|12890357-18566088	NA	Chr06|12864442-18504287	Chr06|12830376-18649323	Chr06|13017995-18744510	Chr06|12773726-18560210	NA	NA	NA	NA
Chr06	13119682	17643872	4524190	Chr06|12457141-17861383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr06	13119682	17658324	4538642	NA	Chr06|12842206-17441363	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|13210279-18958806	NA	NA	NA	NA	NA	Chr06|12228133-17591310	Chr06|12064895-17145198	NA
Chr06	13165037	17590567	4425530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|14030252-22936743
Chr06	13509736	17658324	4148588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|13386880-19104495	NA	NA	NA
Chr06	17659075	17852713	193638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|18792253-19009721	NA	NA	NA	NA	NA
Chr06	17659075	17853290	194215	Chr06|17891644-18167837	NA	NA	Chr06|18627952-18847741	Chr06|18316537-18514188	Chr06|18551017-18748847	Chr06|18127487-18325117	Chr06|18861777-19059593	Chr06|19257644-19455071	NA	Chr06|18603056-18818829	Chr06|18995811-19192841	NA	Chr06|18691495-18889236	NA	Chr06|18586909-18792115	NA	NA	NA	NA
Chr06	17659075	17863433	204358	NA	Chr06|17471070-17798357	NA	NA	NA	NA	NA	NA	NA	Chr06|18661155-18888934	NA	NA	Chr06|18532650-18752987	NA	NA	NA	NA	Chr06|17611799-17819807	Chr06|17165638-17394882	NA
Chr06	20928379	20931095	2716	NA	NA	NA	Chr06|21671353-21674093	NA	Chr06|21660407-21663146	NA	Chr06|21961424-21964164	Chr06|22398731-22401471	Chr06|21915435-21918175	NA	NA	NA	Chr06|21791998-21794738	NA	NA	NA	NA	NA	NA
Chr06	21396922	21398956	1830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|20684980-20687021	Chr06|20326260-20328301	Chr06|27734532-27735956
Chr06	21598174	21600008	1834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|28107490-28109304
Chr06	22486171	22492531	6360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|21544168-21550551	Chr06|21186885-21193267	NA
Chr06	22487010	22528254	41244	Chr06|22992149-23045215	Chr06|22632592-22685660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr06	24907096	24953177	46081	NA	NA	NA	NA	Chr06|25515683-25554428	NA	NA	Chr06|26021386-26060136	Chr06|26661595-26700356	Chr06|26122735-26161485	Chr06|26037814-26076565	Chr06|26291410-26330161	Chr06|25725118-25763521	Chr06|25980791-26019541	NA	NA	NA	NA	NA	NA
Chr06	25447537	25452692	5155	NA	NA	NA	NA	Chr06|26056694-26061829	NA	NA	NA	NA	Chr06|26642322-26647460	Chr06|26557775-26562913	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr06	25497949	25573157	75208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|26334719-26421403	NA	NA	NA	NA	NA	NA	NA
Chr06	25497973	25573909	76012	Chr06|26171381-26259989	Chr06|25631939-25720447	Chr06|25252514-25341012	Chr06|26331829-26420445	Chr06|26093312-26183967	Chr06|26470359-26558973	Chr06|26085875-26174269	Chr06|26628626-26717033	Chr06|27267849-27356170	Chr06|26678927-26769511	Chr06|26594404-26682757	Chr06|26919587-27007770	NA	Chr06|26588183-26676589	Chr06|26782971-26871376	Chr06|26476380-26563506	Chr06|26953540-27048621	Chr06|24182790-24273139	Chr06|23823574-23914126	NA
Chr06	25500373	25546908	46535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|32288105-32305016
Chr06	28411689	28430163	18474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|35313164-35323620
Chr06	29022578	29023800	1222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|35934697-35935910
Chr06	29024608	29027887	3279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|30555315-30558600	NA	NA	NA	NA	NA	NA	NA	NA
Chr06	29025532	29027887	2355	Chr06|29855033-29857399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr06	30257790	30320125	62335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|37145814-37195545
Chr06	30537168	30656607	119439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|31768871-31885143	NA	NA	NA	NA	NA
Chr06	30563884	30708816	144935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr06|31314500-31391382	NA	NA	Chr06|31355486-31407154	NA	NA	NA	NA
Chr06	30584430	30661344	76914	NA	NA	NA	NA	NA	Chr06|31405688-31467394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr07	169852	173381	3804	NA	NA	NA	NA	NA	NA	Chr07|185288-189151	Chr07|159839-163369	NA	Chr07|146414-150238	NA	NA	Chr07|171887-175747	NA	NA	NA	NA	NA	NA	NA
Chr07	1013010	1057185	44175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|1130321-1171868
